compound	smiles	isoSmiles
http://www.wikidata.org/entity/Q17747328	C1C(C(C2=C(O1)C=C(C=C2)O)O)(CC3=CC(=C(C=C3)O)O)O	C1[C@@]([C@H](C2=C(O1)C=C(C=C2)O)O)(CC3=CC(=C(C=C3)O)O)O
http://www.wikidata.org/entity/Q18844575	[S]	[38S]
http://www.wikidata.org/entity/Q18845391	[Mo]	[90Mo]
http://www.wikidata.org/entity/Q18845393	[Mo]	[93Mo]
http://www.wikidata.org/entity/Q18845267	[Sr]	[82Sr]
http://www.wikidata.org/entity/Q18207833	C(CCNC(=O)N)CC(C(=O)O)N	C(CCNC(=O)N)C[C@@H](C(=O)O)N
http://www.wikidata.org/entity/Q18226455	C(C(C(=O)O)O)(C(=O)O)O	O[C@H]([C@@H](O)C(O)=O)C(O)=O
http://www.wikidata.org/entity/Q18231124	CC(=C([N+]#N)P(=O)(OC)OC)[O-]	C/C(=C(\[N+]#N)/P(=O)(OC)OC)/[O-]
http://www.wikidata.org/entity/Q18324709	C[N+](C)(C)CCO.C(C(C(=O)[O-])O)(C(=O)O)O	C[N+](C)(C)CCO.[C@@H]([C@H](C(=O)[O-])O)(C(=O)O)O
http://www.wikidata.org/entity/Q18326479	CC(=CCCC(=CCCC(=CC=CC(=CC(=O)O)C)C)C)C	CC(=CCC/C(=C/CC/C(=C/C=C/C(=C/C(=O)O)/C)/C)/C)C
http://www.wikidata.org/entity/Q18344482	CC1=CC(=CC(=C1)C2CCCN2CC3=CC=C(C=C3)OC4=C(C=C(C=C4)C(=O)N)F)C	CC1=CC(=CC(=C1)[C@@H]2CCCN2CC3=CC=C(C=C3)OC4=C(C=C(C=C4)C(=O)N)F)C
http://www.wikidata.org/entity/Q18386159	C1CC(NC1C2=CC=C(C=C2)OCC3=CC=CC=C3F)C(=O)N	C1C[C@H](N[C@H]1C2=CC=C(C=C2)OCC3=CC=CC=C3F)C(=O)N
http://www.wikidata.org/entity/Q18663386	C(C(C(=O)O)O)(C(=O)O)O.N.N	[C@@H]([C@H](C(=O)O)O)(C(=O)O)O.N.N
http://www.wikidata.org/entity/Q18845786	[Cf]	[248Cf]
http://www.wikidata.org/entity/Q19278173	CC(C1=C(C=C(C=C1)Cl)Cl)NC(=O)C(C#N)C(C)(C)C	C[C@H](C1=C(C=C(C=C1)Cl)Cl)NC(=O)C(C#N)C(C)(C)C
http://www.wikidata.org/entity/Q20707684	CNC1(CCCCC1=O)C2=CC=CC=C2Cl	CN[C@]1(CCCCC1=O)C2=CC=CC=C2Cl
http://www.wikidata.org/entity/Q19595855	CC12CCC3C(C1CC=C2)CC=C4C3(CCC(C4)O)C	C[C@@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]2CC=C1
http://www.wikidata.org/entity/Q19597241	CN(C)C1=CC=C(C=C1)C2=CC=C(C=C2)CN(C3=CC=CC(=C3)C=CC(=O)OC)C(=O)C4CCCCC4	CN(C)C1=CC=C(C=C1)C2=CC=C(C=C2)CN(C3=CC=CC(=C3)/C=C/C(=O)OC)C(=O)C4CCCCC4
http://www.wikidata.org/entity/Q15408421	CN1C2=CC=CC=C2C(=NC(C1=O)NC(=O)C(CCC(F)(F)F)C(CCC(F)(F)F)C(=O)N)C3=CC=CC=C3	CN1C2=CC=CC=C2C(=N[C@@H](C1=O)NC(=O)[C@H](CCC(F)(F)F)[C@H](CCC(F)(F)F)C(=O)N)C3=CC=CC=C3
http://www.wikidata.org/entity/Q15410924	CCC1CC2CC3(C1N(C2)CCC4=C3NC5=C4C=CC(=C5C6CC7C(C(CC8=C6NC9=CC=CC=C89)N(CC7=CC)C)C(=O)OC)OC)C(=O)OC	CCC1CC2CC3(C1N(C2)CCC4=C3NC5=C4C=CC(=C5C6CC\7C(C(CC8=C6NC9=CC=CC=C89)N(C/C7=C\C)C)C(=O)OC)OC)C(=O)OC
http://www.wikidata.org/entity/Q15425827	CCC(=O)OC1CC2C(CO2)(C3C1(C(=O)C(C4=C(C(CC(C3OC(=O)C5=CC=CC=C5)(C4(C)C)O)OC(=O)C(C(C6=CC=CO6)NC(=O)OC(C)(C)C)O)C)O)C)OC(=O)C	CCC(=O)O[C@H]1C[C@@H]2[C@@](CO2)([C@@H]3[C@@]1(C(=O)[C@@H](C4=C([C@H](C[C@@]([C@H]3OC(=O)C5=CC=CC=C5)(C4(C)C)O)OC(=O)[C@@H]([C@H](C6=CC=CO6)NC(=O)OC(C)(C)C)O)C)O)C)OC(=O)C
http://www.wikidata.org/entity/Q15426252	CN1CCC2=CC(=C(C3=C2C1CC4=CC(=C(C=C43)OC)O)O)OC	CN1CCC2=CC(=C(C3=C2[C@@H]1CC4=CC(=C(C=C43)OC)O)O)OC
http://www.wikidata.org/entity/Q15426986	CCCCCCC(C1C(C2=C(CC(CC3=C1C(=O)OC3=O)C(C4CC=CC(=O)O4)O)C(=O)OC2=O)O)O	CCCCCC[C@H]([C@H]1[C@H](C2=C(C[C@H](CC3=C1C(=O)OC3=O)[C@@H]([C@@H]4CC=CC(=O)O4)O)C(=O)OC2=O)O)O
http://www.wikidata.org/entity/Q15427851	CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O	CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O
http://www.wikidata.org/entity/Q15427931	COC1=CC(=O)OC(=C1)C2C3(CC4C(C2(C(C3(C(=O)O4)O)C(=O)C5=CC=CC=C5)O)O)O	COC1=CC(=O)OC(=C1)[C@@H]2[C@@]3(C[C@@H]4C([C@]2([C@@H]([C@]3(C(=O)O4)O)C(=O)C5=CC=CC=C5)O)O)O
http://www.wikidata.org/entity/Q15427949	CC1=CC2=C(C3=C1OCC(C3O)C(=C)C)C(=O)C4=C(C=CC(=C4O2)CC(C(C)(C)O)OC=O)O	CC1=CC2=C(C3=C1OC[C@@H]([C@H]3O)C(=C)C)C(=O)C4=C(C=CC(=C4O2)C[C@@H](C(C)(C)O)OC=O)O
http://www.wikidata.org/entity/Q15427954	COC1C(C2C3C(=CCN3CC4=CC5=C(C=C24)OCO5)C1O)O	CO[C@@H]1[C@H]([C@@H]2[C@H]3C(=CCN3CC4=CC5=C(C=C24)OCO5)[C@H]1O)O
http://www.wikidata.org/entity/Q19786991	CC(C)(C)C1C(=O)N2CC(CC2C(=O)NC3(CC3C=C)C(=O)NS(=O)(=O)C4CC4)OC5=NC6=C(C=CC(=C6)OC)N=C5CCCCCC7CC7OC(=O)N1	COC1=CC2=NC3=C(CCCCC[C@@H]4C[C@H]4OC(=O)N[C@H](C(=O)N5C[C@@H](C[C@H]5C(=O)N[C@@]6(C[C@H]6C=C)C(=O)NS(=O)(=O)C7CC7)O3)C(C)(C)C)N=C2C=C1
http://www.wikidata.org/entity/Q15632711	C1=C(C=C(C(=C1O)O)O)C(=O)OCC2C(C(C(O2)O)(COC(=O)C3=CC(=C(C(=C3)O)O)O)O)O	C1=C(C=C(C(=C1O)O)O)C(=O)OC[C@H]2[C@@H]([C@](C(O2)O)(COC(=O)C3=CC(=C(C(=C3)O)O)O)O)O
http://www.wikidata.org/entity/Q15632721	CC(CNC=C1C=CC=CC1=O)NC=C2C=CC=CC2=O	CC(CN/C=C/1\C=CC=CC1=O)N/C=C/2\C=CC=CC2=O
http://www.wikidata.org/entity/Q15632736	C1=C(C(=O)NC(=N1)N)C2C(C(C(O2)CO)O)O	C1=C(C(=O)NC(=N1)N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O
http://www.wikidata.org/entity/Q15632796	COC1C(C(OC1N2C=NC3=C2NC(=NC3=O)N)CO)O	CO[C@@H]1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC(=NC3=O)N)CO)O
http://www.wikidata.org/entity/Q15633264	C1COCCN1CN2C(=O)CN(C2=O)N=CC3=CC=C(O3)[N+](=O)[O-]	C1COCCN1CN2C(=O)CN(C2=O)/N=C/C3=CC=C(O3)[N+](=O)[O-]
http://www.wikidata.org/entity/Q15633928	CC1(CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C)O	C[C@]1(CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C)O
http://www.wikidata.org/entity/Q15633929	CN1CC(C=C2C1CC3=CNC4=CC=CC2=C34)(CO)O	CN1C[C@@](C=C2[C@H]1CC3=CNC4=CC=CC2=C34)(CO)O
http://www.wikidata.org/entity/Q15633970	CCC1CC2C3CCC4=CC(=O)CCC4C3CCC2(C1O)C	CC[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]2([C@H]1O)C
http://www.wikidata.org/entity/Q15633975	CCC1=C2CCC3(C(C2CCC1=O)CCC3O)C	CCC1=C2CC[C@]3([C@H]([C@@H]2CCC1=O)CC[C@@H]3O)C
http://www.wikidata.org/entity/Q15633972	CC1(CCC2=C1CC(C3C2CCC4=CC(=O)CCC34C)O)C	C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@@H](CC4=C3CCC4(C)C)O
http://www.wikidata.org/entity/Q15633977	CC12CCC3C(C1CCC2(C)O)CCC45C3(CC(=C(C4(O5)C)O)C#N)C	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CC[C@]45[C@@]3(CC(=C([C@]4(O5)C)O)C#N)C
http://www.wikidata.org/entity/Q15633989	COC1=C(C=C2C(NCCC2=C1)CC3=CC=C(C=C3)O)O	COC1=C(C=C2[C@@H](NCCC2=C1)CC3=CC=C(C=C3)O)O
http://www.wikidata.org/entity/Q15634040	CC(=O)NCC(=O)O	C/C(=N/CC(=O)O)/O
http://www.wikidata.org/entity/Q15634041	CC(C(C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2CCCN2C(=O)C(CC3=CC=C(C=C3)O)N)O	C[C@H]([C@@H](C(=O)O)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC3=CC=C(C=C3)O)N)O
http://www.wikidata.org/entity/Q15634049	C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)NC(=O)C=CC7=CC=C(C=C7)Cl	C1CC1CN2CC[C@]34[C@@H]5C(=O)CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)NC(=O)/C=C/C7=CC=C(C=C7)Cl
http://www.wikidata.org/entity/Q15634057	CN1CCC23C1(CCC4=C2C(=C(C=C4)OC)O)C(=C(C(=O)C3)OC)OC	CN1CC[C@@]23[C@@]1(CCC4=C2C(=C(C=C4)OC)O)C(=C(C(=O)C3)OC)OC
http://www.wikidata.org/entity/Q15634131	CC(CCCCC#C)C(=O)N(C)C(CC1=CC=CC=C1)C(=O)NC(C)C(=O)N(C)C(C)C(=O)N(C)C(CC2=CC=C(C=C2)OC)C(=O)N	C[C@@H](CCCCC#C)C(=O)N(C)[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](C)C(=O)N(C)[C@@H](C)C(=O)N(C)[C@@H](CC2=CC=C(C=C2)OC)C(=O)N
http://www.wikidata.org/entity/Q15634134	CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C)O)O)C)C)C2C1(C)O)C)C(=O)O	C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(C[C@H]([C@@H](C5(C)C)O)O)C)C)[C@@H]2[C@]1(C)O)C)C(=O)O
http://www.wikidata.org/entity/Q15634148	CC(=CCCC(C1CCC2(C1(CCC3=C2CCC4C3(CCC(C4(C)C)O)C)C)C)C(=O)O)C	CC(=CCC[C@H]([C@H]1CC[C@@]2([C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C)C(=O)O)C
http://www.wikidata.org/entity/Q15634166	C1=COC(=C1)C=NC(C2=CC=CO2)N=CC3=CC=CO3	C1=COC(=C1)/C=N/C(/N=C/C2=CC=CO2)C3=CC=CO3
http://www.wikidata.org/entity/Q15634170	CC(C)C12C(O1)C3C4(O3)C5(CC(C6=C(C5CC7C4(C2O)O7)COC6=O)O)C	CC(C)[C@@]12[C@@H](O1)[C@H]3[C@@]4(O3)[C@]5(C[C@@H](C6=C([C@@H]5C[C@H]7[C@]4([C@@H]2O)O7)COC6=O)O)C
http://www.wikidata.org/entity/Q15634203	CN1C2CCC1C(C(=O)C2)C(=O)OC	CN1[C@H]2CC[C@@H]1[C@H](C(=O)C2)C(=O)OC
http://www.wikidata.org/entity/Q19903814	C1=CC(=CN=C1)C=CC(=O)NCC2=CC=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N	C1=CC(=CN=C1)/C=C/C(=O)NCC2=CC=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N
http://www.wikidata.org/entity/Q15708271	CCC1C2CC(CCC2(C3CCC4(C(C3C1O)CCC4C(C)CCC(=O)O)C)C)O	CC[C@@H]1[C@@H]2C[C@@H](CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3[C@@H]1O)CC[C@@H]4[C@H](C)CCC(=O)O)C)C)O
http://www.wikidata.org/entity/Q15720560	CC1C2CC(=O)C3=C(C2(CCC1=O)C)C(=O)CC4(C3CCC4C(C)CCC(=C)C(C)C(=O)O)C	C[C@H]1C2CC(=O)C3=C(C2(CCC1=O)C)C(=O)CC4(C3CCC4C(C)CCC(=C)C(C)C(=O)O)C
http://www.wikidata.org/entity/Q15725701	CCC(=O)OC(C(C)C1C(C(CC2(O1)CCC(O2)(C)C3CCC(O3)(C)C4C(CC(O4)C5C(CC(C(O5)(CO)O)C)C)C)O)C)C(C)C(=O)O	CCC(=O)O[C@H]([C@H](C)[C@@H]1[C@@H]([C@H](C[C@@]2(O1)CC[C@@](O2)(C)[C@H]3CC[C@@](O3)(C)[C@H]4[C@H](C[C@@H](O4)[C@@H]5[C@H](C[C@H]([C@@](O5)(CO)O)C)C)C)O)C)[C@H](C)C(=O)O
http://www.wikidata.org/entity/Q15726184	CC1(CCCC2(C1CCC(=C)C2CCC(C)(C=C)O)C)C	C[C@]12CCCC([C@@H]1CCC(=C)[C@@H]2CC[C@](C)(C=C)O)(C)C
http://www.wikidata.org/entity/Q15720546	C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(O4)CO)O)O)O	C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H](O4)CO)O)O)O
http://www.wikidata.org/entity/Q19970447	C(C(COP(=O)(O)O)O)O	C([C@@H](COP(=O)(O)O)O)O
http://www.wikidata.org/entity/Q20020621	CCCCCCCCC=CCCCCCCCCO	CCCCCCCC/C=C/CCCCCCCCO
http://www.wikidata.org/entity/Q20179989	CCC12CC(=C3C4(C1N(CC4)CC=C2)C5=C(N3)C=C(C=C5)O)C(=O)OC	CC[C@]12CC(=C3[C@@]4([C@H]1N(CC4)CC=C2)C5=C(N3)C=C(C=C5)O)C(=O)OC
http://www.wikidata.org/entity/Q15964922	CC(=O)OC1CC2C(C(=O)C=CC2(C3C1(C45C(O4)C(=O)C(C5(CC3)C)C6=COC=C6)C)C)(C)C	CC(=O)O[C@@H]1C[C@@H]2[C@](C=CC(=O)C2(C)C)([C@@H]3[C@@]1([C@]45[C@H](O4)C(=O)[C@H]([C@@]5(CC3)C)C6=COC=C6)C)C
http://www.wikidata.org/entity/Q16054296	CCN(CC1=CC(=CC=C1)S(=O)(=O)[O-])C2=CC(=C(C=C2)C(=C3C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)[O-])C=C3C)C5=CC=CC=C5Cl)C.[Na+]	CCN(CC1=CC(=CC=C1)S(=O)(=O)[O-])C2=CC(=C(C=C2)/C(=C\3/C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)[O-])C=C3C)/C5=CC=CC=C5Cl)C.[Na+]
http://www.wikidata.org/entity/Q16064370	CCOC(=O)C(C)OC1=CC=C(C=C1)OC2=NC3=C(O2)C=C(C=C3)Cl	CCOC(=O)[C@@H](C)OC1=CC=C(C=C1)OC2=NC3=C(O2)C=C(C=C3)Cl
http://www.wikidata.org/entity/Q165660	C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C.C1=CC=C(C=C1)S(=O)(=O)[O-].C1=CC=C(C=C1)S(=O)(=O)[O-]	
http://www.wikidata.org/entity/Q191831	N.N.OS(=O)(=O)O	
http://www.wikidata.org/entity/Q205562	CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Zn+2]	
http://www.wikidata.org/entity/Q211891	N(=O)O	
http://www.wikidata.org/entity/Q217813	[O-]Cl(=O)=O	
http://www.wikidata.org/entity/Q220108	[Li+].CC[CH-]C	
http://www.wikidata.org/entity/Q222290	C1=CC=C(C=C1)OP(OC2=CC=CC=C2)OC3=CC=CC=C3	
http://www.wikidata.org/entity/Q223008	C1=C(C=C(C(=C1Br)O)O)Br	
http://www.wikidata.org/entity/Q223014	C1=C(C=C(C(=C1Br)O)C(=O)O)Br	
http://www.wikidata.org/entity/Q223012	C1=C(C=C(C=C1Br)Br)O	
http://www.wikidata.org/entity/Q223011	CCNC(C)CC1=CC2=C(C=C1)OCO2	
http://www.wikidata.org/entity/Q223042	C(CN)CO	
http://www.wikidata.org/entity/Q223036	CN(C)CCC#N	
http://www.wikidata.org/entity/Q223089	C1=CC(=CN=C1)O	
http://www.wikidata.org/entity/Q223096	COC1=CC=CC(=C1)C2(CCCCC2)N3CCCCC3	
http://www.wikidata.org/entity/Q223112	CCC(=O)CC	
http://www.wikidata.org/entity/Q229843	CC1=C(C=CC(=C1)CC2=CC(=C(C=C2)N)C)N	
http://www.wikidata.org/entity/Q229970	C1=CC(=CC=C1C(=O)O)O	
http://www.wikidata.org/entity/Q229995	CC(=O)C1=CC=C(C=C1)OC	
http://www.wikidata.org/entity/Q230010	C1=CC(=C(C=C1[N+](=O)[O-])O)O	
http://www.wikidata.org/entity/Q230012	C1=CC=C(C=C1)NC2=CC=C(C=C2)[N+](=O)[O-]	
http://www.wikidata.org/entity/Q230013	CC(CC1=CC=C(C=C1)SC)N	
http://www.wikidata.org/entity/Q238472	C1=CC(=C(C2=C1NC=C2OP(=O)(O)O)Cl)Br	
http://www.wikidata.org/entity/Q238477	C1=C(C(=O)NC(=O)N1)Br	
http://www.wikidata.org/entity/Q239778	CN(CC1=CC(=CC(=C1N)Br)Br)C2CCCCC2	
http://www.wikidata.org/entity/Q240557	P(Br)(Br)(Br)(Br)Br	
http://www.wikidata.org/entity/Q245825	N#S(F)(F)F	
http://www.wikidata.org/entity/Q246414	FS(F)(F)(F)(F)S(F)(F)(F)(F)F	
http://www.wikidata.org/entity/Q253118	C1CCCOCC1	
http://www.wikidata.org/entity/Q254296	CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F	
http://www.wikidata.org/entity/Q260375	CC1=C(C2=C(N1)C=CC(=C2)Cl)C3=CCNCC3	
http://www.wikidata.org/entity/Q262613	CC1=CC=C(C=C1)C(=O)C(C)NC	
http://www.wikidata.org/entity/Q263713	CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4	
http://www.wikidata.org/entity/Q265978	C1CCC(CC1)(C2=CC=CC=C2)C(=O)OCCN3CCOCC3	
http://www.wikidata.org/entity/Q271980	CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O	
http://www.wikidata.org/entity/Q281547	[O-]S(=O)(=O)S(=O)(=O)[O-]	
http://www.wikidata.org/entity/Q285790	CC(C)(C)O	
http://www.wikidata.org/entity/Q288782	C(C(=CC(=O)O)C(=O)O)C(=O)O	
http://www.wikidata.org/entity/Q288927	C(C(C(C(=O)O)O)C(=O)O)C(=O)O	
http://www.wikidata.org/entity/Q290992	C1=CC(=CC=C1CCN)S(=O)(=O)F	
http://www.wikidata.org/entity/Q291271	C1=CC(=CC=C1C(=O)NCC(=O)O)N	
http://www.wikidata.org/entity/Q189522	COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O	COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O
http://www.wikidata.org/entity/Q204178	COC(=O)C=CC1=CC=CC=C1	COC(=O)/C=C/C1=CC=CC=C1
http://www.wikidata.org/entity/Q221174	CC1(OC2COC3(C(C2O1)OC(O3)(C)C)COS(=O)(=O)N)C	CC1(O[C@@H]2CO[C@@]3([C@H]([C@@H]2O1)OC(O3)(C)C)COS(=O)(=O)N)C
http://www.wikidata.org/entity/Q258734	C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O	C([C@@H]1[C@H]([C@@H]([C@@H](C(O1)OP(=O)(O)O)O)O)O)O
http://www.wikidata.org/entity/Q259015	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O	C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)O)O
http://www.wikidata.org/entity/Q259075	C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4C(C(C(C(O4)CO)O)O)O)O	C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O
http://www.wikidata.org/entity/Q259930	CC1C2CCC3(C(C2(CCC1O)C)C(CC4C3(CC(C4=C(CCC=C(C)C)C(=O)O)OC(=O)C)C)O)C	C[C@H]1[C@@H]2CC[C@]3([C@H]([C@]2(CC[C@H]1O)C)[C@@H](C[C@@H]\4[C@@]3(C[C@@H](/C4=C(/CCC=C(C)C)\C(=O)O)OC(=O)C)C)O)C
http://www.wikidata.org/entity/Q267669	C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C.C1=CC=C(C=C1)S(=O)(=O)[O-].C1=CC=C(C=C1)S(=O)(=O)[O-]	[O-]S(=O)(=O)C1=CC=CC=C1.[O-]S(=O)(=O)C2=CC=CC=C2.COC3=CC=C(C[C@@H]4C5=CC(OC)=C(OC)C=C5CC[N@+]4(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]6(C)CCC7=C(C=C(OC)C(OC)=C7)[C@H]6CC8=CC=C(OC)C(OC)=C8)C=C3OC
http://www.wikidata.org/entity/Q273169	CC(C)C=CCCCCC(=O)NCC1=CC(=C(C=C1)O)OC	CC(C)/C=C/CCCCC(=O)NCC1=CC(=C(C=C1)O)OC
http://www.wikidata.org/entity/Q283435	C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)OC4(C(C(C(O4)CO)O)O)CO)O)O)O)O)O)O)O)O)O)O	C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)OC[C@@H]3[C@H]([C@@H]([C@H]([C@H](O3)O[C@]4([C@H]([C@@H]([C@H](O4)CO)O)O)CO)O)O)O)O)O)O)O)O)O)O
http://www.wikidata.org/entity/Q287415	CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C
http://www.wikidata.org/entity/Q303169	CC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O	C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O
http://www.wikidata.org/entity/Q27098590	C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O	C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OP(=O)(O)O)O)O)O)O
http://www.wikidata.org/entity/Q27104226	C(C(=CC(=O)O)C(=O)O)C(=O)O	C(/C(=C/C(=O)O)/C(=O)O)C(=O)O
http://www.wikidata.org/entity/Q27166273	COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O	COC1=CC=C2N=CC=C([C@@H](O)[C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)C2=C1
http://www.wikidata.org/entity/Q27155182	CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C
http://www.wikidata.org/entity/Q27275326	COC(=O)C=CC1=CC=CC=C1	COC(=O)/C=C\C1=CC=CC=C1
http://www.wikidata.org/entity/Q27098367	C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O	C([C@@H]1[C@H]([C@@H]([C@H](C(O1)OP(=O)(O)O)O)O)O)O
http://www.wikidata.org/entity/Q27102800	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O	C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O
http://www.wikidata.org/entity/Q27114011	C(C(C(C(=O)O)O)C(=O)O)C(=O)O	C([C@H]([C@@H](C(=O)O)O)C(=O)O)C(=O)O
http://www.wikidata.org/entity/Q27149291	C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O	C([C@H]1[C@H]([C@@H]([C@@H](C(O1)OP(=O)(O)O)O)O)O)O
http://www.wikidata.org/entity/Q418865	C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)O)O)O)O)O
http://www.wikidata.org/entity/Q418865	C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O	OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O
http://www.wikidata.org/entity/Q424649	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O	C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O
http://www.wikidata.org/entity/Q27102901	C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O	C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)OP(=O)(O)O)O)O)O)O
